date,store_id,product_id,opening_stock,units_sold,restocked_qty,closing_stock
2023-02-09,S003,P002,1231,56,0,1175
2023-02-10,S003,P002,1175,38,106,1243
2023-02-11,S003,P002,1243,53,0,1190
2023-02-12,S003,P002,1190,39,0,1151
2023-02-13,S003,P002,1151,22,120,1249
2023-02-14,S003,P002,1249,48,0,1201
2023-02-15,S003,P002,1201,23,192,1370
2023-02-16,S003,P002,1370,23,0,1347
2023-02-17,S003,P002,1347,19,188,1516
2023-02-18,S003,P002,1516,54,0,1462
2023-02-19,S003,P002,1462,59,0,1403
2023-02-20,S003,P002,1403,50,103,1456
2023-02-21,S003,P002,1456,49,0,1407
2023-02-22,S003,P002,1407,26,152,1533
2023-02-23,S003,P002,1533,26,0,1507
2023-02-24,S003,P002,1507,34,197,1670
2023-02-25,S003,P002,1670,23,0,1647
2023-02-26,S003,P002,1647,67,0,1580
2023-02-27,S003,P002,1580,10,167,1737
2023-02-28,S003,P002,1737,53,0,1684
2023-03-01,S003,P002,1684,45,182,1821
2023-03-02,S003,P002,1821,35,0,1786
2023-03-03,S003,P002,1786,43,105,1848
2023-03-04,S003,P002,1848,59,0,1789
2023-03-05,S003,P002,1789,42,0,1747
2023-03-06,S003,P002,1747,43,124,1828
2023-03-07,S003,P002,1828,46,0,1782
2023-03-08,S003,P002,1782,25,155,1912
2023-03-09,S003,P002,1912,52,0,1860
2023-03-10,S003,P002,1860,21,127,1966
2023-03-11,S003,P002,1966,44,0,1922
2023-03-12,S003,P002,1922,49,0,1873
2023-03-13,S003,P002,1873,63,185,1995
2023-03-14,S003,P002,1995,61,0,1934
2023-03-15,S003,P002,1934,10,144,2068
2023-03-16,S003,P002,2068,40,0,2028
2023-03-17,S003,P002,2028,12,144,2160
2023-03-18,S003,P002,2160,61,0,2099
2023-03-19,S003,P002,2099,26,0,2073
2023-03-20,S003,P002,2073,44,124,2153
2023-03-21,S003,P002,2153,13,0,2140
2023-03-22,S003,P002,2140,13,104,2231
2023-03-23,S003,P002,2231,14,0,2217
2023-03-24,S003,P002,2217,20,115,2312
2023-03-25,S003,P002,2312,38,0,2274
2023-03-26,S003,P002,2274,66,0,2208
2023-03-27,S003,P002,2208,33,102,2277
2023-03-28,S003,P002,2277,29,0,2248
2023-03-29,S003,P002,2248,34,170,2384
2023-03-30,S003,P002,2384,54,0,2330
2023-03-31,S003,P002,2330,2,119,2447
2023-04-01,S003,P002,2447,60,0,2387
2023-04-02,S003,P002,2387,31,0,2356
2023-04-03,S003,P002,2356,59,161,2458
2023-04-04,S003,P002,2458,55,0,2403
2023-04-05,S003,P002,2403,46,151,2508
2023-04-06,S003,P002,2508,37,0,2471
2023-04-07,S003,P002,2471,39,101,2533
2023-04-08,S003,P002,2533,41,0,2492
2023-04-09,S003,P002,2492,76,0,2416
2023-04-10,S003,P002,2416,61,161,2516
2023-04-11,S003,P002,2516,62,0,2454
2023-04-12,S003,P002,2454,31,169,2592
2023-04-13,S003,P002,2592,34,0,2558
2023-04-14,S003,P002,2558,56,126,2628
2023-04-15,S003,P002,2628,73,0,2555
2023-04-16,S003,P002,2555,47,0,2508
2023-04-17,S003,P002,2508,30,172,2650
2023-04-18,S003,P002,2650,41,0,2609
2023-04-19,S003,P002,2609,22,185,2772
2023-04-20,S003,P002,2772,64,0,2708
2023-04-21,S003,P002,2708,38,165,2835
2023-04-22,S003,P002,2835,66,0,2769
2023-04-23,S003,P002,2769,56,0,2713
2023-04-24,S003,P002,2713,37,136,2812
2023-04-25,S003,P002,2812,25,0,2787
2023-04-26,S003,P002,2787,45,94,2836
2023-04-27,S003,P002,2836,32,0,2804
2023-04-28,S003,P002,2804,34,83,2853
2023-04-29,S003,P002,2853,74,0,2779
2023-04-30,S003,P002,2779,76,0,2703
2023-05-01,S003,P002,2703,65,111,2749
2023-05-02,S003,P002,2749,21,0,2728
2023-05-03,S003,P002,2728,63,90,2755
2023-05-04,S003,P002,2755,51,0,2704
2023-05-05,S003,P002,2704,46,86,2744
2023-05-06,S003,P002,2744,60,0,2684
2023-05-07,S003,P002,2684,65,0,2619
2023-05-08,S003,P002,2619,71,198,2746
2023-05-09,S003,P002,2746,67,0,2679
2023-05-10,S003,P002,2679,38,85,2726
2023-05-11,S003,P002,2726,41,0,2685
2023-05-12,S003,P002,2685,58,88,2715
2023-05-13,S003,P002,2715,28,0,2687
2023-05-14,S003,P002,2687,69,0,2618
2023-05-15,S003,P002,2618,34,95,2679
2023-05-16,S003,P002,2679,25,0,2654
2023-05-17,S003,P002,2654,41,98,2711
2023-05-18,S003,P002,2711,48,0,2663
2023-05-19,S003,P002,2663,65,149,2747
2023-05-20,S003,P002,2747,57,0,2690
2023-05-21,S003,P002,2690,23,0,2667
2023-05-22,S003,P002,2667,25,119,2761
2023-05-23,S003,P002,2761,67,0,2694
2023-05-24,S003,P002,2694,41,86,2739
2023-05-25,S003,P002,2739,28,0,2711
2023-05-26,S003,P002,2711,35,183,2859
2023-05-27,S003,P002,2859,80,0,2779
2023-05-28,S003,P002,2779,23,0,2756
2023-05-29,S003,P002,2756,34,182,2904
2023-05-30,S003,P002,2904,27,0,2877
2023-05-31,S003,P002,2877,9,132,3000
2023-06-01,S003,P002,3000,30,0,2970
2023-06-02,S003,P002,2970,92,178,3056
2023-06-03,S003,P002,3056,101,0,2955
2023-06-04,S003,P002,2955,33,0,2922
2023-06-05,S003,P002,2922,37,135,3020
2023-06-06,S003,P002,3020,77,0,2943
2023-06-07,S003,P002,2943,63,149,3029
2023-06-08,S003,P002,3029,100,0,2929
2023-06-09,S003,P002,2929,83,110,2956
2023-06-10,S003,P002,2956,20,0,2936
2023-06-11,S003,P002,2936,85,0,2851
2023-06-12,S003,P002,2851,38,115,2928
2023-06-13,S003,P002,2928,80,0,2848
2023-06-14,S003,P002,2848,95,140,2893
2023-06-15,S003,P002,2893,20,0,2873
2023-06-16,S003,P002,2873,31,183,3025
2023-06-17,S003,P002,3025,105,0,2920
2023-06-18,S003,P002,2920,65,0,2855
2023-06-19,S003,P002,2855,61,137,2931
2023-06-20,S003,P002,2931,57,0,2874
2023-06-21,S003,P002,2874,56,148,2966
2023-06-22,S003,P002,2966,78,0,2888
2023-06-23,S003,P002,2888,41,91,2938
2023-06-24,S003,P002,2938,28,0,2910
2023-06-25,S003,P002,2910,113,0,2797
2023-06-26,S003,P002,2797,61,186,2922
2023-06-27,S003,P002,2922,63,0,2859
2023-06-28,S003,P002,2859,49,150,2960
2023-06-29,S003,P002,2960,47,0,2913
2023-06-30,S003,P002,2913,98,164,2979
2023-07-01,S003,P002,2979,55,0,2924
2023-07-02,S003,P002,2924,43,0,2881
2023-07-03,S003,P002,2881,53,161,2989
2023-07-04,S003,P002,2989,68,0,2921
2023-07-05,S003,P002,2921,57,187,3051
2023-07-06,S003,P002,3051,85,0,2966
2023-07-07,S003,P002,2966,75,93,2984
2023-07-08,S003,P002,2984,123,0,2861
2023-07-09,S003,P002,2861,68,0,2793
2023-07-10,S003,P002,2793,99,83,2777
2023-07-11,S003,P002,2777,64,0,2713
2023-07-12,S003,P002,2713,45,119,2787
2023-07-13,S003,P002,2787,30,0,2757
2023-07-14,S003,P002,2757,62,168,2863
2023-07-15,S003,P002,2863,52,0,2811
2023-07-16,S003,P002,2811,72,0,2739
2023-07-17,S003,P002,2739,54,168,2853
2023-07-18,S003,P002,2853,94,0,2759
2023-07-19,S003,P002,2759,75,134,2818
2023-07-20,S003,P002,2818,45,0,2773
2023-07-21,S003,P002,2773,32,112,2853
2023-07-22,S003,P002,2853,115,0,2738
2023-07-23,S003,P002,2738,110,0,2628
2023-07-24,S003,P002,2628,46,94,2676
2023-07-25,S003,P002,2676,110,0,2566
2023-07-26,S003,P002,2566,45,110,2631
2023-07-27,S003,P002,2631,46,0,2585
2023-07-28,S003,P002,2585,36,198,2747
2023-07-29,S003,P002,2747,113,0,2634
2023-07-30,S003,P002,2634,103,0,2531
2023-07-31,S003,P002,2531,84,189,2636
2023-08-01,S003,P002,2636,57,0,2579
2023-08-02,S003,P002,2579,45,185,2719
2023-08-03,S003,P002,2719,70,0,2649
2023-08-04,S003,P002,2649,53,181,2777
2023-08-05,S003,P002,2777,27,0,2750
2023-08-06,S003,P002,2750,60,0,2690
2023-08-07,S003,P002,2690,85,96,2701
2023-08-08,S003,P002,2701,23,0,2678
2023-08-09,S003,P002,2678,35,163,2806
2023-08-10,S003,P002,2806,77,0,2729
2023-08-11,S003,P002,2729,43,126,2812
2023-08-12,S003,P002,2812,75,0,2737
2023-08-13,S003,P002,2737,47,0,2690
2023-08-14,S003,P002,2690,67,148,2771
2023-08-15,S003,P002,2771,92,0,2679
2023-08-16,S003,P002,2679,43,172,2808
2023-08-17,S003,P002,2808,43,0,2765
2023-08-18,S003,P002,2765,50,117,2832
2023-08-19,S003,P002,2832,46,0,2786
2023-08-20,S003,P002,2786,65,0,2721
2023-08-21,S003,P002,2721,53,147,2815
2023-08-22,S003,P002,2815,70,0,2745
2023-08-23,S003,P002,2745,53,181,2873
2023-08-24,S003,P002,2873,25,0,2848
2023-08-25,S003,P002,2848,65,179,2962
2023-08-26,S003,P002,2962,46,0,2916
2023-08-27,S003,P002,2916,34,0,2882
2023-08-28,S003,P002,2882,17,146,3011
2023-08-29,S003,P002,3011,47,0,2964
2023-08-30,S003,P002,2964,24,121,3061
2023-08-31,S003,P002,3061,64,0,2997
2023-09-01,S003,P002,2997,52,86,3031
2023-09-02,S003,P002,3031,55,0,2976
2023-09-03,S003,P002,2976,57,0,2919
2023-09-04,S003,P002,2919,62,142,2999
2023-09-05,S003,P002,2999,31,0,2968
2023-09-06,S003,P002,2968,27,133,3074
2023-09-07,S003,P002,3074,25,0,3049
2023-09-08,S003,P002,3049,55,113,3107
2023-09-09,S003,P002,3107,42,0,3065
2023-09-10,S003,P002,3065,34,0,3031
2023-09-11,S003,P002,3031,59,145,3117
2023-09-12,S003,P002,3117,21,0,3096
2023-09-13,S003,P002,3096,74,102,3124
2023-09-14,S003,P002,3124,25,0,3099
2023-09-15,S003,P002,3099,58,135,3176
2023-09-16,S003,P002,3176,70,0,3106
2023-09-17,S003,P002,3106,52,0,3054
2023-09-18,S003,P002,3054,55,161,3160
2023-09-19,S003,P002,3160,55,0,3105
2023-09-20,S003,P002,3105,56,110,3159
2023-09-21,S003,P002,3159,39,0,3120
2023-09-22,S003,P002,3120,27,91,3184
2023-09-23,S003,P002,3184,36,0,3148
2023-09-24,S003,P002,3148,57,0,3091
2023-09-25,S003,P002,3091,70,126,3147
2023-09-26,S003,P002,3147,45,0,3102
2023-09-27,S003,P002,3102,58,92,3136
2023-09-28,S003,P002,3136,51,0,3085
2023-09-29,S003,P002,3085,32,186,3239
2023-09-30,S003,P002,3239,72,0,3167
2023-10-01,S003,P002,3167,87,0,3080
2023-10-02,S003,P002,3080,17,85,3148
2023-10-03,S003,P002,3148,27,0,3121
2023-10-04,S003,P002,3121,27,85,3179
2023-10-05,S003,P002,3179,61,0,3118
2023-10-06,S003,P002,3118,66,173,3225
2023-10-07,S003,P002,3225,64,0,3161
2023-10-08,S003,P002,3161,57,0,3104
2023-10-09,S003,P002,3104,52,175,3227
2023-10-10,S003,P002,3227,47,0,3180
2023-10-11,S003,P002,3180,36,107,3251
2023-10-12,S003,P002,3251,23,0,3228
2023-10-13,S003,P002,3228,16,131,3343
2023-10-14,S003,P002,3343,44,0,3299
2023-10-15,S003,P002,3299,45,0,3254
2023-10-16,S003,P002,3254,75,170,3349
2023-10-17,S003,P002,3349,29,0,3320
2023-10-18,S003,P002,3320,19,119,3420
2023-10-19,S003,P002,3420,28,0,3392
2023-10-20,S003,P002,3392,32,176,3536
2023-10-21,S003,P002,3536,15,0,3521
2023-10-22,S003,P002,3521,96,0,3425
2023-10-23,S003,P002,3425,71,121,3475
2023-10-24,S003,P002,3475,46,0,3429
2023-10-25,S003,P002,3429,56,160,3533
2023-10-26,S003,P002,3533,37,0,3496
2023-10-27,S003,P002,3496,23,156,3629
2023-10-28,S003,P002,3629,70,0,3559
2023-10-29,S003,P002,3559,60,0,3499
2023-10-30,S003,P002,3499,36,159,3622
2023-10-31,S003,P002,3622,31,0,3591
2023-11-01,S003,P002,3591,80,105,3616
2023-11-02,S003,P002,3616,30,0,3586
2023-11-03,S003,P002,3586,68,170,3688
2023-11-04,S003,P002,3688,60,0,3628
2023-11-05,S003,P002,3628,31,0,3597
2023-11-06,S003,P002,3597,75,136,3658
2023-11-07,S003,P002,3658,44,0,3614
2023-11-08,S003,P002,3614,61,107,3660
2023-11-09,S003,P002,3660,94,0,3566
2023-11-10,S003,P002,3566,66,168,3668
2023-11-11,S003,P002,3668,65,0,3603
2023-11-12,S003,P002,3603,43,0,3560
2023-11-13,S003,P002,3560,54,199,3705
2023-11-14,S003,P002,3705,89,0,3616
2023-11-15,S003,P002,3616,95,125,3646
2023-11-16,S003,P002,3646,52,0,3594
2023-11-17,S003,P002,3594,0,128,3722
2023-11-18,S003,P002,3722,42,0,3680
2023-11-19,S003,P002,3680,30,0,3650
2023-11-20,S003,P002,3650,56,166,3760
2023-11-21,S003,P002,3760,59,0,3701
2023-11-22,S003,P002,3701,73,130,3758
2023-11-23,S003,P002,3758,40,0,3718
2023-11-24,S003,P002,3718,95,101,3724
2023-11-25,S003,P002,3724,93,0,3631
2023-11-26,S003,P002,3631,50,0,3581
2023-11-27,S003,P002,3581,64,189,3706
2023-11-28,S003,P002,3706,29,0,3677
2023-11-29,S003,P002,3677,52,158,3783
2023-11-30,S003,P002,3783,52,0,3731
2023-12-01,S003,P002,3731,122,115,3724
2023-12-02,S003,P002,3724,117,0,3607
2023-12-03,S003,P002,3607,94,0,3513
2023-12-04,S003,P002,3513,57,150,3606
2023-12-05,S003,P002,3606,121,0,3485
2023-12-06,S003,P002,3485,87,140,3538
2023-12-07,S003,P002,3538,108,0,3430
2023-12-08,S003,P002,3430,99,165,3496
2023-12-09,S003,P002,3496,40,0,3456
2023-12-10,S003,P002,3456,124,0,3332
2023-12-11,S003,P002,3332,48,173,3457
2023-12-12,S003,P002,3457,38,0,3419
2023-12-13,S003,P002,3419,85,89,3423
2023-12-14,S003,P002,3423,101,0,3322
2023-12-15,S003,P002,3322,58,104,3368
2023-12-16,S003,P002,3368,101,0,3267
2023-12-17,S003,P002,3267,96,0,3171
2023-12-18,S003,P002,3171,47,124,3248
2023-12-19,S003,P002,3248,66,0,3182
2023-12-20,S003,P002,3182,76,98,3204
2023-12-21,S003,P002,3204,70,0,3134
2023-12-22,S003,P002,3134,59,178,3253
2023-12-23,S003,P002,3253,129,0,3124
2023-12-24,S003,P002,3124,61,0,3063
2023-12-25,S003,P002,3063,77,80,3066
2023-12-26,S003,P002,3066,71,0,2995
2023-12-27,S003,P002,2995,104,111,3002
2023-12-28,S003,P002,3002,110,0,2892
2023-12-29,S003,P002,2892,54,192,3030
2023-12-30,S003,P002,3030,127,0,2903
2023-12-31,S003,P002,2903,92,0,2811
2023-01-01,S003,P003,486,0,0,486
2023-01-02,S003,P003,486,24,112,574
2023-01-03,S003,P003,574,31,0,543
2023-01-04,S003,P003,543,67,187,663
2023-01-05,S003,P003,663,37,0,626
2023-01-06,S003,P003,626,0,128,754
2023-01-07,S003,P003,754,39,0,715
2023-01-08,S003,P003,715,37,0,678
2023-01-09,S003,P003,678,48,94,724
2023-01-10,S003,P003,724,62,0,662
2023-01-11,S003,P003,662,14,183,831
2023-01-12,S003,P003,831,38,0,793
2023-01-13,S003,P003,793,41,186,938
2023-01-14,S003,P003,938,63,0,875
2023-01-15,S003,P003,875,55,0,820
2023-01-16,S003,P003,820,33,182,969
2023-01-17,S003,P003,969,34,0,935
2023-01-18,S003,P003,935,53,91,973
2023-01-19,S003,P003,973,23,0,950
2023-01-20,S003,P003,950,20,99,1029
2023-01-21,S003,P003,1029,63,0,966
2023-01-22,S003,P003,966,26,0,940
2023-01-23,S003,P003,940,5,196,1131
2023-01-24,S003,P003,1131,38,0,1093
2023-01-25,S003,P003,1093,43,144,1194
2023-01-26,S003,P003,1194,63,0,1131
2023-01-27,S003,P003,1131,11,86,1206
2023-01-28,S003,P003,1206,90,0,1116
2023-01-29,S003,P003,1116,28,0,1088
2023-01-30,S003,P003,1088,52,152,1188
2023-01-31,S003,P003,1188,47,0,1141
2023-02-01,S003,P003,1141,18,198,1321
2023-02-02,S003,P003,1321,19,0,1302
2023-02-03,S003,P003,1302,20,165,1447
2023-02-04,S003,P003,1447,49,0,1398
2023-02-05,S003,P003,1398,56,0,1342
2023-02-06,S003,P003,1342,20,141,1463
2023-02-07,S003,P003,1463,39,0,1424
2023-02-08,S003,P003,1424,50,126,1500
2023-02-09,S003,P003,1500,18,0,1482
2023-02-10,S003,P003,1482,35,125,1572
2023-02-11,S003,P003,1572,32,0,1540
2023-02-12,S003,P003,1540,39,0,1501
2023-02-13,S003,P003,1501,17,126,1610
2023-02-14,S003,P003,1610,24,0,1586
2023-02-15,S003,P003,1586,14,113,1685
2023-02-16,S003,P003,1685,57,0,1628
2023-02-17,S003,P003,1628,28,190,1790
2023-02-18,S003,P003,1790,23,0,1767
2023-02-19,S003,P003,1767,63,0,1704
2023-02-20,S003,P003,1704,44,174,1834
2023-02-21,S003,P003,1834,23,0,1811
2023-02-22,S003,P003,1811,37,88,1862
2023-02-23,S003,P003,1862,29,0,1833
2023-02-24,S003,P003,1833,39,147,1941
2023-02-25,S003,P003,1941,48,0,1893
2023-02-26,S003,P003,1893,33,0,1860
2023-02-27,S003,P003,1860,54,158,1964
2023-02-28,S003,P003,1964,39,0,1925
2023-03-01,S003,P003,1925,26,92,1991
2023-03-02,S003,P003,1991,38,0,1953
2023-03-03,S003,P003,1953,50,155,2058
2023-03-04,S003,P003,2058,65,0,1993
2023-03-05,S003,P003,1993,23,0,1970
2023-03-06,S003,P003,1970,22,177,2125
2023-03-07,S003,P003,2125,55,0,2070
2023-03-08,S003,P003,2070,66,139,2143
2023-03-09,S003,P003,2143,28,0,2115
2023-03-10,S003,P003,2115,17,120,2218
2023-03-11,S003,P003,2218,60,0,2158
2023-03-12,S003,P003,2158,67,0,2091
2023-03-13,S003,P003,2091,41,152,2202
2023-03-14,S003,P003,2202,40,0,2162
2023-03-15,S003,P003,2162,21,174,2315
2023-03-16,S003,P003,2315,11,0,2304
2023-03-17,S003,P003,2304,56,197,2445
2023-03-18,S003,P003,2445,56,0,2389
2023-03-19,S003,P003,2389,72,0,2317
2023-03-20,S003,P003,2317,45,119,2391
2023-03-21,S003,P003,2391,55,0,2336
2023-03-22,S003,P003,2336,34,100,2402
2023-03-23,S003,P003,2402,26,0,2376
2023-03-24,S003,P003,2376,60,179,2495
2023-03-25,S003,P003,2495,49,0,2446
2023-03-26,S003,P003,2446,59,0,2387
2023-03-27,S003,P003,2387,32,153,2508
2023-03-28,S003,P003,2508,56,0,2452
2023-03-29,S003,P003,2452,55,144,2541
2023-03-30,S003,P003,2541,51,0,2490
2023-03-31,S003,P003,2490,49,163,2604
2023-04-01,S003,P003,2604,78,0,2526
2023-04-02,S003,P003,2526,80,0,2446
2023-04-03,S003,P003,2446,22,98,2522
2023-04-04,S003,P003,2522,18,0,2504
2023-04-05,S003,P003,2504,26,92,2570
2023-04-06,S003,P003,2570,55,0,2515
2023-04-07,S003,P003,2515,19,160,2656
2023-04-08,S003,P003,2656,71,0,2585
2023-04-09,S003,P003,2585,32,0,2553
2023-04-10,S003,P003,2553,48,172,2677
2023-04-11,S003,P003,2677,31,0,2646
2023-04-12,S003,P003,2646,24,84,2706
2023-04-13,S003,P003,2706,23,0,2683
2023-04-14,S003,P003,2683,16,131,2798
2023-04-15,S003,P003,2798,49,0,2749
2023-04-16,S003,P003,2749,25,0,2724
2023-04-17,S003,P003,2724,21,94,2797
2023-04-18,S003,P003,2797,0,0,2797
2023-04-19,S003,P003,2797,19,159,2937
2023-04-20,S003,P003,2937,58,0,2879
2023-04-21,S003,P003,2879,45,107,2941
2023-04-22,S003,P003,2941,43,0,2898
2023-04-23,S003,P003,2898,48,0,2850
2023-04-24,S003,P003,2850,57,177,2970
2023-04-25,S003,P003,2970,36,0,2934
2023-04-26,S003,P003,2934,67,93,2960
2023-04-27,S003,P003,2960,22,0,2938
2023-04-28,S003,P003,2938,57,153,3034
2023-04-29,S003,P003,3034,36,0,2998
2023-04-30,S003,P003,2998,16,0,2982
2023-05-01,S003,P003,2982,15,101,3068
2023-05-02,S003,P003,3068,50,0,3018
2023-05-03,S003,P003,3018,56,162,3124
2023-05-04,S003,P003,3124,26,0,3098
2023-05-05,S003,P003,3098,51,84,3131
2023-05-06,S003,P003,3131,66,0,3065
2023-05-07,S003,P003,3065,23,0,3042
2023-05-08,S003,P003,3042,64,86,3064
2023-05-09,S003,P003,3064,20,0,3044
2023-05-10,S003,P003,3044,22,91,3113
2023-05-11,S003,P003,3113,42,0,3071
2023-05-12,S003,P003,3071,24,149,3196
2023-05-13,S003,P003,3196,79,0,3117
2023-05-14,S003,P003,3117,69,0,3048
2023-05-15,S003,P003,3048,46,166,3168
2023-05-16,S003,P003,3168,34,0,3134
2023-05-17,S003,P003,3134,27,197,3304
2023-05-18,S003,P003,3304,20,0,3284
2023-05-19,S003,P003,3284,37,194,3441
2023-05-20,S003,P003,3441,41,0,3400
2023-05-21,S003,P003,3400,92,0,3308
2023-05-22,S003,P003,3308,56,150,3402
2023-05-23,S003,P003,3402,28,0,3374
2023-05-24,S003,P003,3374,14,106,3466
2023-05-25,S003,P003,3466,29,0,3437
2023-05-26,S003,P003,3437,49,89,3477
2023-05-27,S003,P003,3477,31,0,3446
2023-05-28,S003,P003,3446,55,0,3391
2023-05-29,S003,P003,3391,25,159,3525
2023-05-30,S003,P003,3525,35,0,3490
2023-05-31,S003,P003,3490,54,192,3628
2023-06-01,S003,P003,3628,26,0,3602
2023-06-02,S003,P003,3602,68,121,3655
2023-06-03,S003,P003,3655,78,0,3577
2023-06-04,S003,P003,3577,21,0,3556
2023-06-05,S003,P003,3556,44,194,3706
2023-06-06,S003,P003,3706,16,0,3690
2023-06-07,S003,P003,3690,41,190,3839
2023-06-08,S003,P003,3839,57,0,3782
2023-06-09,S003,P003,3782,31,187,3938
2023-06-10,S003,P003,3938,77,0,3861
2023-06-11,S003,P003,3861,76,0,3785
2023-06-12,S003,P003,3785,0,96,3881
2023-06-13,S003,P003,3881,12,0,3869
2023-06-14,S003,P003,3869,48,144,3965
2023-06-15,S003,P003,3965,25,0,3940
2023-06-16,S003,P003,3940,27,140,4053
2023-06-17,S003,P003,4053,61,0,3992
2023-06-18,S003,P003,3992,83,0,3909
2023-06-19,S003,P003,3909,25,141,4025
2023-06-20,S003,P003,4025,47,0,3978
2023-06-21,S003,P003,3978,39,162,4101
2023-06-22,S003,P003,4101,63,0,4038
2023-06-23,S003,P003,4038,60,169,4147
2023-06-24,S003,P003,4147,47,0,4100
2023-06-25,S003,P003,4100,54,0,4046
2023-06-26,S003,P003,4046,23,132,4155
2023-06-27,S003,P003,4155,25,0,4130
2023-06-28,S003,P003,4130,31,119,4218
2023-06-29,S003,P003,4218,72,0,4146
2023-06-30,S003,P003,4146,25,83,4204
2023-07-01,S003,P003,4204,78,0,4126
2023-07-02,S003,P003,4126,25,0,4101
2023-07-03,S003,P003,4101,50,155,4206
2023-07-04,S003,P003,4206,60,0,4146
2023-07-05,S003,P003,4146,58,138,4226
2023-07-06,S003,P003,4226,39,0,4187
2023-07-07,S003,P003,4187,37,112,4262
2023-07-08,S003,P003,4262,65,0,4197
2023-07-09,S003,P003,4197,73,0,4124
2023-07-10,S003,P003,4124,41,164,4247
2023-07-11,S003,P003,4247,53,0,4194
2023-07-12,S003,P003,4194,56,183,4321
2023-07-13,S003,P003,4321,20,0,4301
2023-07-14,S003,P003,4301,21,171,4451
2023-07-15,S003,P003,4451,17,0,4434
2023-07-16,S003,P003,4434,89,0,4345
2023-07-17,S003,P003,4345,40,133,4438
2023-07-18,S003,P003,4438,30,0,4408
2023-07-19,S003,P003,4408,25,137,4520
2023-07-20,S003,P003,4520,67,0,4453
2023-07-21,S003,P003,4453,19,173,4607
2023-07-22,S003,P003,4607,51,0,4556
2023-07-23,S003,P003,4556,93,0,4463
2023-07-24,S003,P003,4463,53,182,4592
2023-07-25,S003,P003,4592,50,0,4542
2023-07-26,S003,P003,4542,27,82,4597
2023-07-27,S003,P003,4597,69,0,4528
2023-07-28,S003,P003,4528,27,121,4622
2023-07-29,S003,P003,4622,94,0,4528
2023-07-30,S003,P003,4528,52,0,4476
2023-07-31,S003,P003,4476,53,144,4567
2023-08-01,S003,P003,4567,59,0,4508
2023-08-02,S003,P003,4508,58,145,4595
2023-08-03,S003,P003,4595,20,0,4575
2023-08-04,S003,P003,4575,51,180,4704
2023-08-05,S003,P003,4704,54,0,4650
2023-08-06,S003,P003,4650,99,0,4551
2023-08-07,S003,P003,4551,62,197,4686
2023-08-08,S003,P003,4686,0,0,4686
2023-08-09,S003,P003,4686,21,130,4795
2023-08-10,S003,P003,4795,49,0,4746
2023-08-11,S003,P003,4746,33,132,4845
2023-08-12,S003,P003,4845,73,0,4772
2023-08-13,S003,P003,4772,0,0,4772
2023-08-14,S003,P003,4772,69,174,4877
2023-08-15,S003,P003,4877,23,0,4854
2023-08-16,S003,P003,4854,83,154,4925
2023-08-17,S003,P003,4925,36,0,4889
2023-08-18,S003,P003,4889,55,155,4989
2023-08-19,S003,P003,4989,66,0,4923
2023-08-20,S003,P003,4923,50,0,4873
2023-08-21,S003,P003,4873,18,135,4990
2023-08-22,S003,P003,4990,69,0,4921
2023-08-23,S003,P003,4921,80,198,5039
2023-08-24,S003,P003,5039,61,0,4978
2023-08-25,S003,P003,4978,46,81,5013
2023-08-26,S003,P003,5013,83,0,4930
2023-08-27,S003,P003,4930,21,0,4909
2023-08-28,S003,P003,4909,48,163,5024
2023-08-29,S003,P003,5024,58,0,4966
2023-08-30,S003,P003,4966,68,181,5079
2023-08-31,S003,P003,5079,25,0,5054
2023-09-01,S003,P003,5054,33,128,5149
2023-09-02,S003,P003,5149,57,0,5092
2023-09-03,S003,P003,5092,47,0,5045
2023-09-04,S003,P003,5045,47,91,5089
2023-09-05,S003,P003,5089,62,0,5027
2023-09-06,S003,P003,5027,17,126,5136
2023-09-07,S003,P003,5136,65,0,5071
2023-09-08,S003,P003,5071,33,123,5161
2023-09-09,S003,P003,5161,67,0,5094
2023-09-10,S003,P003,5094,33,0,5061
2023-09-11,S003,P003,5061,37,135,5159
2023-09-12,S003,P003,5159,46,0,5113
2023-09-13,S003,P003,5113,49,138,5202
2023-09-14,S003,P003,5202,33,0,5169
2023-09-15,S003,P003,5169,57,156,5268
2023-09-16,S003,P003,5268,69,0,5199
2023-09-17,S003,P003,5199,36,0,5163
2023-09-18,S003,P003,5163,67,127,5223
2023-09-19,S003,P003,5223,38,0,5185
2023-09-20,S003,P003,5185,71,134,5248
2023-09-21,S003,P003,5248,19,0,5229
2023-09-22,S003,P003,5229,26,109,5312
2023-09-23,S003,P003,5312,32,0,5280
2023-09-24,S003,P003,5280,17,0,5263
2023-09-25,S003,P003,5263,0,84,5347
2023-09-26,S003,P003,5347,63,0,5284
2023-09-27,S003,P003,5284,33,173,5424
2023-09-28,S003,P003,5424,40,0,5384
2023-09-29,S003,P003,5384,15,101,5470
2023-09-30,S003,P003,5470,41,0,5429
2023-10-01,S003,P003,5429,35,0,5394
2023-10-02,S003,P003,5394,60,133,5467
2023-10-03,S003,P003,5467,28,0,5439
2023-10-04,S003,P003,5439,30,132,5541
2023-10-05,S003,P003,5541,16,0,5525
2023-10-06,S003,P003,5525,53,146,5618
2023-10-07,S003,P003,5618,70,0,5548
2023-10-08,S003,P003,5548,31,0,5517
2023-10-09,S003,P003,5517,48,179,5648
2023-10-10,S003,P003,5648,31,0,5617
